Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Truttikon;8467;0;Truttikon;ZH;697025;276547
Trélex;1270;0;Trélex;VD;504403;141557
Trübbach;9477;0;Wartau;SG;755638;216159
Trüllikon;8466;0;Trüllikon;ZH;694786;276953
Tschappina;7428;0;Tschappina;GR;747336;172545
Tscheppach;4576;0;Tscheppach;SO;603296;221920
Tscherlach;8881;6;Walenstadt;SG;744148;221640
Tschiertschen;7064;0;Tschiertschen-Praden;GR;765534;184837
Tschierv;7532;0;Val Müstair;GR;818954;169633
Tschingel ob Gunten;3656;0;Sigriswil;BE;621000;174973
Tschlin;7559;0;Tschlin;GR;826525;199237
Tschugg;3233;0;Tschugg;BE;572544;208115
Tuggen;8856;0;Tuggen;SZ;713711;228813
Tumegl/Tomils;7418;0;Tomils;GR;753217;181169
Turbach;3781;0;Saanen;BE;592889;145928
Turbenthal;8488;0;Turbenthal;ZH;708371;255183
Turgi;5300;0;Turgi;AG;661613;260233
Turin (Salins);1991;4;Salins;VS;593774;118203
Turtmann;3946;0;Turtmann;VS;620344;127725
Tuttwil;9546;0;Wängi;TG;713823;259838
Twann;2513;0;Twann-Tüscherz;BE;579046;217400
Tägerig;5522;0;Tägerig;AG;663433;249976
Tägerschen;9554;0;Tobel-Tägerschen;TG;719575;262737
Tägertschi;3111;0;Tägertschi;BE;611309;191407
Tägerwilen;8274;0;Tägerwilen;TG;727434;278837
Täsch;3929;0;Täsch;VS;629240;99949
Täuffelen;2575;0;Täuffelen;BE;581446;212214
Törbel;3923;0;Törbel;VS;630269;121512
Tübach;9327;0;Tübach;SG;751892;260888
Tüscherz-Alfermée;2512;0;Twann-Tüscherz;BE;581787;219179
Udligenswil;6044;0;Udligenswil;LU;672914;216091
Ueberstorf;3182;0;Ueberstorf;FR;591385;190864
Uebeschi;3635;0;Uebeschi;BE;608425;176530
Ueken;5028;0;Ueken;AG;645651;259714
Uerikon;8713;0;Stäfa;ZH;699698;231781
Uerkheim;4813;0;Uerkheim;AG;643275;239331
Uerschhausen;8537;2;Hüttwilen;TG;703567;273875
Uerzlikon;8926;3;Kappel am Albis;ZH;680335;230256
Uesslingen;8524;0;Uesslingen-Buch;TG;704563;271090
Uetendorf;3661;0;Uetendorf;BE;610583;180526
Uetikon am See;8707;0;Uetikon am See;ZH;693864;236144
Uetliberg;8143;2;Stallikon;ZH;679580;244721
Uetliburg SG;8738;0;Gommiswald;SG;721700;233316
Uettligen;3043;0;Wohlen bei Bern;BE;595402;204168
Uezwil;5619;2;Uezwil;AG;663402;240770
Uffikon;6253;0;Dagmersellen;LU;644566;229619
Ufhusen;6153;0;Ufhusen;LU;634852;217515
Uhwiesen;8248;0;Laufen-Uhwiesen;ZH;690990;280555
Uitikon Waldegg;8142;0;Uitikon;ZH;676760;246703
Ulisbach;9631;0;Wattwil;SG;726958;238573
Ulmiz;3214;0;Ulmiz;FR;581778;197668
Ulrichen;3988;0;Obergoms;VS;668138;144571
Umiken;5222;0;Brugg;AG;656266;259156
Undervelier;2863;0;Undervelier;JU;583071;239272
Unterbach BE;3857;0;Meiringen;BE;652271;176451
Unterbäch VS;3944;0;Unterbäch;VS;625906;121731
Unterbözberg;5224;0;Unterbözberg;AG;653548;259878
Untereggen;9033;0;Untereggen;SG;752182;257732
Unterems;3948;0;Unterems;VS;619456;126759
Unterendingen;5305;0;Unterendingen;AG;664433;266472
Unterengstringen;8103;0;Unterengstringen;ZH;675905;251641
Unterentfelden;5035;0;Unterentfelden;AG;645517;246593
Unteriberg;8842;0;Unteriberg;SZ;703417;212649
Unterkulm;5726;0;Unterkulm;AG;650704;241116
Unterlangenegg;3614;0;Unterlangenegg;BE;619333;183235
Unterlunkhofen;8918;0;Unterlunkhofen;AG;672047;241736
Unterramsern;4588;0;Unterramsern;SO;603150;218656
Unterrindal;9604;2;Lütisburg;SG;724879;252176
Unterschächen;6465;0;Unterschächen;UR;702463;189943
Unterseen;3800;2;Unterseen;BE;630755;171654
Untersiggenthal;5417;0;Untersiggenthal;AG;661599;261775
Unterstammheim;8476;0;Unterstammheim;ZH;701513;278317
Untersteckholz;4916;0;Langenthal;BE;630709;228405
Unterterzen;8882;0;Quarten;SG;737575;219854
Untervaz;7204;0;Untervaz;GR;758340;198794
Untervaz Bahnhof;7201;0;Trimmis;GR;761037;197702
Unterwasser;9657;0;Wildhaus-Alt St. Johann;SG;740901;230343
Unterägeri;6314;0;Unterägeri;ZG;686969;219290
Uors (Lumnezia);7114;0;Suraua;GR;733848;173967
Urdorf;8902;0;Urdorf;ZH;674398;248390
Urmein;7427;0;Urmein;GR;749848;172947
Urnerboden;8751;0;Spiringen;UR;712003;193149
Urnäsch;9107;1;Schwende;AI;743026;238329
Urnäsch;9107;0;Urnäsch;AR;739022;241017
Ursenbach;4937;0;Ursenbach;BE;624547;219810
Ursins;1412;2;Ursins;VD;541226;176216
Urswil;6280;2;Hochdorf;LU;664420;222149
Ursy;1670;0;Ursy;FR;553881;165009
Urtenen-Schönbühl;3322;0;Urtenen-Schönbühl;BE;604491;208244
Uster;8610;0;Uster;ZH;697036;245480
Uttigen;3628;0;Uttigen;BE;610351;182850
Uttwil;8592;0;Uttwil;TG;743080;271408
Utzenstorf;3427;0;Utzenstorf;BE;609503;218792
Utzigen;3068;0;Vechigen;BE;611185;201700
Uvrier;1958;2;Sion;VS;597520;121810
Uznach;8730;0;Uznach;SG;716905;231773
Uzwil;9240;0;Uzwil;SG;728046;255341
Vacallo;6833;0;Vacallo;TI;724207;78586
Vadura;7314;0;Pfäfers;SG;756307;202696
Vaduz;9490;0;Vaduz (LI);;758288;223447
Vaglio;6947;0;Capriasca;TI;720865;107133
Vaglio;6947;0;Capriasca;TI;717691;101631
Vairano;6575;1;Gambarogno;TI;706266;108773
Val Peccia;6695;1;Lavizzara;TI;688283;142275
Val-d'Illiez;1873;0;Val-d'Illiez;VS;558236;115948
Valangin;2042;0;Valangin;NE;559272;207545
Valbella;7077;0;Vaz/Obervaz;GR;761358;180199
Valchava;7535;0;Val Müstair;GR;825421;164820
Valendas;7122;0;Valendas;GR;741789;181187
Valens;7317;0;Pfäfers;SG;754787;205242
Valeyres-sous-Montagny;1441;0;Valeyres-sous-Montagny;VD;536103;183635
Valeyres-sous-Rances;1358;0;Valeyres-sous-Rances;VD;531193;177853
Valeyres-sous-Ursins;1412;0;Valeyres-sous-Ursins;VD;540138;177298
Vallamand;1586;0;Vully-les-Lacs;VD;569368;198173
Vallon;1565;2;Vallon;FR;563061;192933
Vallorbe;1337;0;Vallorbe;VD;518631;173529
Vals;7132;0;Vals;GR;729929;159416
Valzeina;7213;0;Grüsch;GR;765689;204108
Vandoeuvres;1253;0;Vandoeuvres;GE;504866;119609
Varen;3953;2;Varen;VS;611879;129904
Varenzo;6777;1;Quinto;TI;698353;150681
Vasön;7317;3;Pfäfers;SG;754115;202010
Vattiz;7146;0;Degen;GR;729967;175024
Vauderens;1675;0;Ursy;FR;554991;163703
Vauffelin;2537;0;Vauffelin;BE;590046;226100
Vaugondry;1423;4;Tévenon;VD;538809;188645
Vaulion;1325;0;Vaulion;VD;518698;171055
Vaulruz;1627;0;Vaulruz;FR;565023;163021
Vaumarcus;2028;0;Vaumarcus;NE;547339;191837
Vaux-sur-Morges;1126;0;Vaux-sur-Morges;VD;525222;154509
Vaz/Obervaz;7082;0;Vaz/Obervaz;GR;760273;174106
Vella;7144;0;Vella;GR;731279;175874
Vellerat;2830;2;Vellerat;JU;594318;240451
Veltheim AG;5106;0;Veltheim (AG);AG;653369;253597
Vendlincourt;2943;0;Vendlincourt;JU;578164;255800
Vens (Sembrancher);1933;2;Vollèges;VS;576046;104037
Venthône;3973;0;Venthône;VS;606531;127991
Verbier;1936;0;Bagnes;VS;583496;105231
Vercorin;3967;0;Chalais;VS;607399;121179
Verdabbio;6538;0;Verdabbio;GR;732882;129274
Verdabbio;6538;1;Verdabbio;GR;738426;125251
Verdasio;6655;2;Centovalli;TI;693250;114138
Vergeletto;6664;0;Vergeletto;TI;684142;121686
Vermes;2829;0;Vermes;JU;604165;240923
Vernamiège;1961;0;Mont-Noble;VS;599985;117724
Vernate;6992;0;Vernate;TI;711686;94687
Vernayaz;1904;0;Vernayaz;VS;568479;110294
Vernier;1214;0;Vernier;GE;495223;118898
Vers-chez-Perrin;1551;0;Payerne;VD;562424;183002
Vers-l'Eglise;1864;0;Ormont-Dessus;VD;575279;134118
Versam;7104;0;Tenna;GR;745884;180708
Versam;7104;0;Versam;GR;744280;184803
Verscio;6653;0;Verscio;TI;699269;116921
Versegères;1947;0;Bagnes;VS;584118;101475
Versoix;1290;0;Versoix;GE;500700;127743
Vesin;1483;3;Cugy (FR);FR;556653;183825
Vessy;1234;0;Veyrier;GE;501043;114533
Vevey;1800;0;Vevey;VD;554279;146383
Vex;1981;0;Vex;VS;596800;117499
Veyras;3968;0;Veyras;VS;607782;128210
Veyrier;1255;0;Veyrier;GE;502359;113703
Veysonnaz;1993;0;Veysonnaz;VS;592297;115967
Veytaux;1820;6;Veytaux;VD;563046;141937
Vezia;6943;0;Vezia;TI;715915;98146
Vezio;6938;0;Alto Malcantone;TI;710718;102450
Viano;7747;0;Brusio;GR;809301;127110
Vich;1267;1;Vich;VD;508517;142728
Vichères (Liddes);1945;9;Liddes;VS;578516;94108
Vico Morcote;6921;0;Vico Morcote;TI;715234;88098
Vicosoprano;7603;0;Bregaglia;GR;769318;133623
Vicques;2824;0;Vicques;JU;599055;244376
Vielbringen b. Worb;3075;2;Worb;BE;607948;196087
Viganello;6962;0;Lugano;TI;718545;96770
Vignogn;7147;0;Vignogn;GR;729727;173551
Vilars NE;2063;0;Fenin-Vilars-Saules;NE;561510;209172
Villa (Ayent);1966;6;Ayent;VS;598443;124710
Villa Bedretto;6781;1;Bedretto;TI;683438;151790
Villa Luganese;6966;0;Lugano;TI;721165;101205
Villaraboud;1679;0;Siviriez;FR;559802;167373
Villarbeney;1652;2;Botterens;FR;575310;164292
Villard-sur-Chamby;1832;2;Montreux;VD;561031;146365
Villarepos;1583;0;Villarepos;FR;572696;192418
Villargiroud;1694;2;Villorsonnens;FR;566455;171806
Villariaz;1685;0;Vuisternens-devant-Romont;FR;561879;168315
Villarimboud;1691;0;La Folliaz;FR;563963;176939
Villarlod;1695;0;Le Glèbe;FR;568689;172805
Villars-Bozon;1148;3;L'Isle;VD;521116;162412
Villars-Bramard;1682;4;Valbroye;VD;559071;174507
Villars-Burquin;1423;0;Tévenon;VD;538044;188796
Villars-Epeney;1404;2;Villars-Epeney;VD;543413;181539
Villars-Mendraz;1061;0;Jorat-Menthue;VD;545546;166532
Villars-Ste-Croix;1029;0;Villars-Sainte-Croix;VD;532885;157517
Villars-Tiercelin;1058;0;Jorat-Menthue;VD;544450;163128
Villars-le-Comte;1515;0;Villars-le-Comte;VD;551272;173742
Villars-le-Grand;1584;0;Vully-les-Lacs;VD;566554;194913
Villars-le-Terroir;1040;2;Villars-le-Terroir;VD;539170;167746
Villars-sous-Champvent;1443;3;Champvent;VD;534776;181919
Villars-sous-Mont;1666;2;Bas-Intyamon;FR;570635;154844
Villars-sous-Yens;1168;0;Villars-sous-Yens;VD;522508;151139
Villars-sur-Fontenais;2903;0;Fontenais;JU;572577;248077
Villars-sur-Glâne;1752;0;Villars-sur-Glâne;FR;575901;182825
Villars-sur-Ollon;1884;0;Ollon;VD;573768;129196
Villarsel-le-Gibloux;1695;4;Le Glèbe;FR;567654;173605
Villarsel-sur-Marly;1723;3;Villarsel-sur-Marly;FR;579818;179037
Villarsiviriaux;1694;0;Villorsonnens;FR;568074;170736
Villarvolard;1651;0;Corbières;FR;575691;165970
Villarzel;1555;0;Villarzel;VD;559447;176917
Villaz-Saint-Pierre;1690;0;Villaz-Saint-Pierre;FR;563257;174507
Villeneuve FR;1527;0;Villeneuve (FR);FR;556303;177162
Villeneuve VD;1844;0;Villeneuve (VD);VD;564087;139560
Villeret;2613;0;Villeret;BE;569141;222117
Villette (Lavaux);1096;2;Bourg-en-Lavaux;VD;543993;149628
Villette (Le Châble VS);1934;3;Bagnes;VS;582455;103430
Villiers;2057;0;Villiers;NE;565279;214756
Villigen;5234;0;Villigen;AG;657138;264572
Villmergen;5612;0;Villmergen;AG;660454;244423
Villnachern;5213;0;Villnachern;AG;654194;258016
Vilters;7324;0;Vilters-Wangs;SG;753199;209403
Vinelz;3234;0;Vinelz;BE;575758;209087
Vinzel;1184;1;Vinzel;VD;510889;144751
Vionnaz;1895;0;Vionnaz;VS;558463;128531
Vira (Gambarogno);6574;0;Gambarogno;TI;710048;109182
Visp;3930;0;Visp;VS;633005;126270
Visperterminen;3932;0;Visperterminen;VS;638372;122786
Vissoie;3961;21;Anniviers;VS;610653;121409
Vitznau;6354;0;Vitznau;LU;679664;207770
Vnà;7557;0;Ramosch;GR;821596;195443
Vogelsang AG;5412;1;Gebenstorf;AG;660443;260956
Vogorno;6632;0;Vogorno;TI;712006;119955
Volken;8459;0;Volken;ZH;689744;270229
Volketswil;8604;0;Volketswil;ZH;693863;250081
Vollèges;1941;0;Vollèges;VS;578527;103872
Vordemwald;4803;0;Vordemwald;AG;634387;235701
Vorderthal;8857;0;Vorderthal;SZ;710476;220428
Vouvry;1896;0;Vouvry;VS;558658;131656
Vrin;7149;0;Vrin;GR;722711;164827
Vuadens;1628;0;Vuadens;FR;566622;162168
Vuarmarens;1674;0;Ursy;FR;553304;166462
Vuarrens;1418;0;Vuarrens;VD;539422;170771
Vucherens;1509;0;Vucherens;VD;549143;164265
Vufflens-la-Ville;1302;0;Vufflens-la-Ville;VD;530895;158607
Vufflens-le-Château;1134;0;Vufflens-le-Château;VD;525713;152931
Vugelles-La Mothe;1431;0;Vugelles-La Mothe;VD;534182;186401
Vuibroye;1610;2;Oron;VD;551397;157988
Vuippens;1633;2;Marsens;FR;572422;168060
Vuissens;1486;0;Vuissens;FR;548707;175828
Vuisternens-devant-Romont;1687;0;Vuisternens-devant-Romont;FR;561263;166758
Vuisternens-en-Ogoz;1696;0;Vuisternens-en-Ogoz;FR;570879;172610
Vuiteboeuf;1445;0;Vuiteboeuf;VD;532213;184245
Vulliens;1085;0;Vulliens;VD;550511;163970
Vullierens;1115;0;Vullierens;VD;526411;158742
Vulpera;7552;0;Tarasp;GR;817387;185731
Vättis;7315;0;Pfäfers;SG;747054;197380
Vérossaz;1891;11;Vérossaz;VS;563960;117139
Vésenaz;1222;0;Collonge-Bellerive;GE;505137;121512
Vétroz;1963;0;Vétroz;VS;586267;118564
Wabern;3084;0;Köniz;BE;601058;196727
Wagen;8646;0;Rapperswil-Jona;SG;709894;232335
Wagenhausen;8259;4;Wagenhausen;TG;704913;280144
Wagerswil;8564;6;Wigoltingen;TG;722046;274379
Wahlen b. Laufen;4246;0;Wahlen;BL;605521;249766
Wahlendorf;3046;0;Meikirch;BE;592522;206496
Walchwil;6318;0;Walchwil;ZG;682606;217625
Wald AR;9044;0;Wald (AR);AR;755496;253568
Wald ZH;8636;0;Wald (ZH);ZH;712824;239095
Walde AG;5046;2;Schmiedrued;AG;651304;233901
Walde SG;8727;0;St. Gallenkappel;SG;719904;237155
Waldenburg;4437;0;Waldenburg;BL;622623;247466
Waldhäusern AG;5624;2;Bünzen;AG;666481;242198
Waldkirch;9205;0;Waldkirch;SG;738980;258307
Waldstatt;9104;0;Waldstatt;AR;739569;246619
Walenstadt;8880;0;Walenstadt;SG;741710;221031
Walenstadtberg;8881;1;Walenstadt;SG;739526;222500
Walkringen;3512;0;Walkringen;BE;613656;199713
Wallbach;4323;0;Wallbach;AG;634323;268861
Wallenbuch;3206;2;Gurmels;FR;583714;197917
Wallenried;1784;3;Wallenried;FR;574925;191809
Wallenwil;8360;2;Eschlikon;TG;714252;256904
Wallisellen;8304;0;Wallisellen;ZH;687352;252911
Walliswil b. Niederbipp;3380;2;Walliswil bei Niederbipp;BE;619459;231581
Walliswil b. Wangen;3377;0;Walliswil bei Wangen;BE;618743;230786
Walperswil;3272;0;Walperswil;BE;583846;211351
Waltalingen;8468;0;Waltalingen;ZH;699855;275307
Waltensburg/Vuorz;7158;0;Waltensburg/Vuorz;GR;725806;184866
Waltenschwil;5622;0;Waltenschwil;AG;664870;242930
Walterswil BE;4942;0;Walterswil (BE);BE;625438;217208
Walterswil SO;5746;0;Walterswil (SO);SO;640021;242148
Walzenhausen;9428;0;Walzenhausen;AR;763561;257179
Wangen SZ;8855;0;Wangen (SZ);SZ;709700;228556
Wangen an der Aare;3380;0;Wangen an der Aare;BE;615817;231212
Wangen b. Dübendorf;8602;0;Wangen-Brüttisellen;ZH;691381;251650
Wangen b. Olten;4612;0;Wangen bei Olten;SO;632527;244087
Wangenried;3374;0;Wangenried;BE;616879;229707
Wangs;7323;0;Vilters-Wangs;SG;750079;207626
Wanzwil;3372;0;Heimenhausen;BE;619111;227559
Warth;8532;0;Warth-Weiningen;TG;707544;271611
Wasen im Emmental;3457;0;Sumiswald;BE;630515;208786
Wassen UR;6484;0;Wassen;UR;688760;172873
Wasserauen;9057;3;Schwende;AI;748075;237034
Wasterkingen;8195;0;Wasterkingen;ZH;677716;272272
Watt;8105;2;Regensdorf;ZH;678960;255311
Wattenwil;3665;0;Wattenwil;BE;603822;178633
Wattwil;9630;0;Wattwil;SG;724668;238519
Wauwil;6242;0;Wauwil;LU;644878;226096
Wavre;2075;2;La Tène;NE;568126;208024
Weesen;8872;0;Weesen;SG;725870;222489
Wegenstetten;4317;0;Wegenstetten;AG;637330;260752
Weggis;6353;0;Weggis;LU;675486;210136
Weiach;8187;0;Weiach;ZH;675486;267460
Weier im Emmental;3462;0;Sumiswald;BE;625066;212279
Weinfelden;8570;0;Weinfelden;TG;725567;269990
Weingarten-Kalthäusern;9508;0;Lommis;TG;716290;264797
Weiningen TG;8532;2;Warth-Weiningen;TG;709835;272056
Weiningen ZH;8104;0;Weiningen (ZH);ZH;675380;252863
Weissbad;9057;0;Schwende;AI;746134;239209
Weissenburg;3764;0;Därstetten;BE;602834;169778
Weissenstein b. Solothurn;4515;1;Oberdorf (SO);SO;603658;232837
Weisslingen;8484;0;Weisslingen;ZH;700601;254753
Weisstannen;7326;0;Mels;SG;742850;203925
Weite;9476;0;Wartau;SG;756467;218249
Welschenrohr;4716;0;Welschenrohr;SO;606377;237006
Wengen;3823;0;Lauterbrunnen;BE;639647;156873
Wengi b. Büren;3251;0;Wengi;BE;596469;214924
Wengi b. Frutigen;3714;3;Reichenbach im Kandertal;BE;615245;163324
Wenslingen;4493;0;Wenslingen;BL;635427;255027
Werdenberg;9470;5;Grabs;SG;753013;226165
Wergenstein;7433;5;Casti-Wergenstein;GR;746495;164490
Wermatswil;8615;0;Uster;ZH;698308;246963
Wernetshausen;8342;0;Hinwil;ZH;708877;238741
Werthenstein;6106;0;Werthenstein;LU;650883;210754
Wettingen;5430;0;Wettingen;AG;667366;257289
Wettswil;8907;0;Wettswil am Albis;ZH;677993;243462
Wetzikon TG;8512;3;Thundorf;TG;717487;266435
Wetzikon ZH;8620;0;Wetzikon (ZH);ZH;703396;242179
Wichtrach;3114;0;Wichtrach;BE;610918;188290
Widen;8967;0;Widen;AG;669353;246898
Widnau;9443;0;Widnau;SG;765716;252399
Wiedlisbach;4537;0;Wiedlisbach;BE;615817;232959
Wienacht-Tobel;9405;0;Lutzenberg;AR;758169;259192
Wiesenberg;6383;3;Dallenwil;NW;670087;197321
Wiesendangen;8542;0;Wiesendangen;ZH;701623;264422
Wiezikon b. Sirnach;8372;0;Sirnach;TG;716873;256165
Wiggen;6192;0;Escholzmatt;LU;638714;192026
Wiggiswil;3053;4;Wiggiswil;BE;602324;208850
Wigoltingen;8556;0;Wigoltingen;TG;719491;273114
Wikon;4806;0;Wikon;LU;640253;235092
Wil AG;5276;0;Mettauertal;AG;654084;268895
Wil SG;9500;0;Kirchberg (SG);SG;721830;255687
Wil SG;9500;0;Wil (SG);SG;721581;258180
Wil ZH;8196;0;Wil (ZH);ZH;679880;273799
Wila;8492;0;Turbenthal;ZH;707063;252165
Wilchingen;8217;0;Wilchingen;SH;676563;280033
Wildberg;8489;0;Wildberg;ZH;704150;253556
Wildegg;5103;0;Möriken-Wildegg;AG;654657;252017
Wildensbuch;8465;1;Trüllikon;ZH;693217;278585
Wilderswil;3812;0;Wilderswil;BE;632858;165588
Wildhaus;9658;0;Wildhaus-Alt St. Johann;SG;744924;231112
Wilen (Gottshaus);9225;0;Hauptwil-Gottshaus;TG;738478;261402
Wilen (Sarnen);6062;0;Sarnen;OW;659204;191597
Wilen b. Neunforn;8525;2;Neunforn;TG;702040;273274
Wilen b. Wil;9535;0;Wilen (TG);TG;720168;256364
Wilen b. Wollerau;8832;2;Freienbach;SZ;698211;227926
Wiler (Lötschen);3918;0;Wiler (Lötschen);VS;626784;139558
Wiler b. Seedorf;3266;0;Seedorf (BE);BE;590773;210892
Wiler b. Utzenstorf;3428;0;Wiler bei Utzenstorf;BE;609054;222369
Wileroltigen;3207;0;Wileroltigen;BE;584817;202215
Wiliberg;5058;0;Wiliberg;AG;643731;235205
Wilihof;6236;0;Triengen;LU;647149;230156
Willadingen;3425;2;Willadingen;BE;613367;221740
Willerzell;8846;0;Einsiedeln;SZ;704193;220958
Willisau;6130;0;Willisau;LU;641051;218151
Willisdorf;8253;2;Diessenhofen;TG;697596;281833
Wimmis;3752;0;Wimmis;BE;615790;168202
Winden;9315;2;Egnach;TG;744740;263924
Windisch;5210;0;Windisch;AG;658916;258698
Windlach;8175;0;Stadel;ZH;677912;266822
Winikon;6235;0;Triengen;LU;645736;231277
Winistorf;4558;3;Heinrichswil-Winistorf;SO;615665;223764
Winkel;8185;0;Winkel;ZH;684388;259635
Winterberg ZH;8312;0;Lindau;ZH;694371;257043
Wintersingen;4451;0;Wintersingen;BL;629209;260757
Winterthur;8400;0;Winterthur;ZH;697278;260896
Winterthur;8409;0;Winterthur;ZH;701155;262985
Winterthur;8408;0;Winterthur;ZH;693767;262630
Winterthur;8405;0;Winterthur;ZH;700976;259393
Winterthur;8404;0;Winterthur;ZH;699485;262695
Winterthur;8406;0;Winterthur;ZH;695114;259927
Winznau;4652;0;Winznau;SO;637135;246290
Wirzweli;6383;4;Dallenwil;NW;670468;196083
Wisen SO;4634;0;Wisen (SO);SO;634201;249134
Wislikofen;5463;0;Wislikofen;AG;669896;267338
Wittenbach;9300;0;Wittenbach;SG;746685;259036
Wittenwil;9547;0;Aadorf;TG;712068;262295
Witterswil;4108;0;Witterswil;SO;606555;259685
Wittinsburg;4443;0;Wittinsburg;BL;630182;253230
Wittnau;5064;0;Wittnau;AG;639919;258629
Wittwil;5053;2;Staffelbach;AG;645159;238177
Wohlen AG;5610;0;Wohlen (AG);AG;664016;244772
Wohlen b. Bern;3033;0;Wohlen bei Bern;BE;593332;202521
Wohlenschwil;5512;0;Wohlenschwil;AG;661448;252256
Wolfenschiessen;6386;0;Wolfenschiessen;NW;671664;194280
Wolfertswil;9116;0;Degersheim;SG;730602;250806
Wolfhalden;9427;0;Wolfhalden;AR;760224;257566
Wolfhausen;8633;0;Bubikon;ZH;702862;235049
Wolfisberg;4704;2;Wolfisberg;BE;616549;236266
Wolfwil;4628;0;Wolfwil;SO;627195;235438
Wolhusen;6110;0;Wolhusen;LU;648395;211860
Wollerau;8832;1;Freienbach;SZ;699560;228061
Wollerau;8832;0;Wollerau;SZ;696145;227318
Worb;3076;0;Worb;BE;609585;197751
Worben;3252;0;Worben;BE;588958;216426
Worblaufen;3048;0;Ittigen;BE;601747;202904
Wuppenau;9514;0;Wuppenau;TG;725845;262194
Wynau;4923;0;Wynau;BE;627947;233949
Wynigen;3472;0;Wynigen;BE;619071;216757
Wyssachen;4954;0;Wyssachen;BE;629023;213765
Wädenswil;8820;0;Wädenswil;ZH;692121;230894
Wäldi;8564;4;Wäldi;TG;724584;277079
Wängi;9545;0;Wängi;TG;715188;261895
Wölflinswil;5063;0;Wölflinswil;AG;642486;257216
Wöschnau;5012;3;Eppenberg-Wöschnau;SO;644205;248479
Wünnewil;3184;0;Wünnewil-Flamatt;FR;587710;191312
Würenlingen;5303;0;Würenlingen;AG;660924;264785
Würenlos;5436;0;Würenlos;AG;669653;255587
Yens;1169;0;Yens;VD;520732;153184
Yverdon-les-Bains;1400;0;Yverdon-les-Bains;VD;538545;181153
Yvonand;1462;0;Yvonand;VD;545974;182261
Yvorne;1853;0;Yvorne;VD;562105;132434
Zauggenried;3309;2;Zauggenried;BE;607105;213271
Zeglingen;4495;0;Zeglingen;BL;635539;251328
Zeihen;5079;0;Zeihen;AG;649348;257795
Zeiningen;4314;0;Zeiningen;AG;632942;266074
Zell LU;6144;0;Zell (LU);LU;637047;220868
Zell ZH;8487;0;Zell (ZH);ZH;704953;256566
Zeneggen;3934;0;Zeneggen;VS;632781;124584
Zermatt;3920;0;Zermatt;VS;623523;93274
Zernez;7530;0;Zernez;GR;808574;172057
Zetzwil;5732;0;Zetzwil;AG;654524;237793
Zezikon;9556;2;Affeltrangen;TG;718851;266047
Ziefen;4417;0;Ziefen;BL;619630;252966
Ziegelbrücke;8866;0;Schänis;SG;723139;221866
Zielebach;4564;1;Zielebach;BE;610317;222997
Zignau;7167;0;Trun;GR;718776;174766
Zihlschlacht;8588;0;Zihlschlacht-Sitterdorf;TG;737295;264906
Zillis;7432;0;Zillis-Reischen;GR;755445;167929
Zimmerwald;3086;0;Wald (BE);BE;601908;192066
Zinal;3961;25;Anniviers;VS;616219;105835
Zizers;7205;0;Zizers;GR;762904;200546
Zofingen;4800;0;Zofingen;AG;639269;237522
Zollbrück;3436;0;Lauperswil;BE;624505;202452
Zollikerberg;8125;0;Zollikon;ZH;688349;244413
Zollikofen;3052;0;Zollikofen;BE;601117;205068
Zollikon;8702;0;Zollikon;ZH;685880;243984
Zuben;8585;5;Langrickenbach;TG;734783;273983
Zuchwil;4528;0;Zuchwil;SO;609249;228290
Zuckenriet;9526;0;Niederhelfenschwil;SG;729904;260922
Zufikon;5621;0;Zufikon;AG;669367;244431
Zug;6300;0;Zug;ZG;683270;223247
Zullwil;4234;0;Zullwil;SO;612397;248553
Zumholz;1719;2;Zumholz;FR;588894;178406
Zumikon;8126;0;Zumikon;ZH;689726;243460
Zunzgen;4455;0;Zunzgen;BL;626787;254811
Zuoz;7524;0;Zuoz;GR;794916;162477
Zuoz;7524;0;Zuoz;GR;787505;165190
Zuzgen;4315;0;Zuzgen;AG;635059;263751
Zuzwil BE;3303;3;Zuzwil (BE);BE;602371;210956
